update_id,loan_id,servicer_name,reported_status,reported_balance,reported_dpd,document_status,last_updated_at,source_system
UPD_1000024,LC_1000069,Summit_Asset_Management,CURRENT,8012.8,0,UNVERIFIED,2020-05-27 15:00:00,SERVICER_CORE_B
UPD_1000025,LC_1000072,Intain_Servicing_Alpha,DEFAULT,0.0,120,UNVERIFIED,2016-09-26 22:00:00,SERVICER_CORE_B
UPD_1000026,LC_1000075,Beacon_Credit_Ops,CURRENT,2983.58,0,VERIFIED,2019-11-27 01:00:00,SUB_SERVICER_TITAN
UPD_1000027,LC_1000083,Intain_Servicing_Alpha,CURRENT,7863.26,0,UNVERIFIED,2017-06-27 12:00:00,SUB_SERVICER_TITAN
UPD_1000028,LC_1000084,Intain_Servicing_Alpha,CURRENT,1965.16,0,UNVERIFIED,2018-03-28 05:00:00,TAPE_EXTRACT_EAST
UPD_1000029,LC_1000085,Intain_Servicing_Alpha,DEFAULT,0.0,120,VERIFIED,2017-06-15 14:00:00,TAPE_EXTRACT_EAST
UPD_1000030,LC_1000087,Apex_Loan_Servicing,CURRENT,7343.07,0,VERIFIED,2019-01-27 06:00:00,LEGACY_MAINFRAME_4
UPD_1000031,LC_1000088,Summit_Asset_Management,CURRENT,6222.16,0,SOURCE_VERIFIED,2020-11-26 17:00:00,SERVICER_CORE_B
UPD_1000032,LC_1000090,Intain_Servicing_Alpha,PREPAID,0.0,0,SOURCE_VERIFIED,2015-08-27 06:00:00,SERVICER_CORE_B
UPD_1000033,LC_1000091,Beacon_Credit_Ops,CURRENT,3775.25,0,UNVERIFIED,2019-06-28 12:00:00,SUB_SERVICER_TITAN
UPD_1000034,LC_1000094,Beacon_Credit_Ops,CURRENT,14288.48,0,SOURCE_VERIFIED,2020-11-28 08:00:00,TAPE_EXTRACT_EAST
UPD_1000035,LC_1000099,Intain_Servicing_Alpha,DEFAULT,0.0,120,SOURCE_VERIFIED,2016-12-27 08:00:00,LEGACY_MAINFRAME_4
UPD_1000036,LC_1000101,Apex_Loan_Servicing,PREPAID,0.0,0,UNVERIFIED,2018-04-27 10:00:00,LEGACY_MAINFRAME_4
UPD_1000037,LC_1000102,Intain_Servicing_Alpha,PREPAID,0.0,0,VERIFIED,2016-11-27 11:00:00,TAPE_EXTRACT_EAST
UPD_1000038,LC_1000103,Apex_Loan_Servicing,DEFAULT,0.0,120,VERIFIED,2019-05-28 11:00:00,LEGACY_MAINFRAME_4
UPD_1000039,LC_1000109,Intain_Servicing_Alpha,CURRENT,4113.31,0,VERIFIED,2017-04-27 05:00:00,SERVICER_CORE_B
UPD_1000040,LC_1000111,Intain_Servicing_Alpha,CURRENT,7686.84,0,SOURCE_VERIFIED,2017-11-27 06:00:00,LEGACY_MAINFRAME_4
UPD_1000041,LC_1000113,Beacon_Credit_Ops,CURRENT,3560.37,0,VERIFIED,2020-06-28 02:00:00,SERVICER_CORE_B
UPD_1000042,LC_1000115,Summit_Asset_Management,DEFAULT,0.0,120,UNVERIFIED,2019-07-27 01:00:00,TAPE_EXTRACT_EAST
UPD_1000043,LC_1000116,Beacon_Credit_Ops,DEFAULT,0.0,120,VERIFIED,2018-09-28 12:00:00,SERVICER_CORE_B
UPD_1000044,LC_1000119,Apex_Loan_Servicing,CURRENT,7129.99,0,VERIFIED,2019-02-27 14:00:00,TAPE_EXTRACT_EAST
UPD_1000045,LC_1000121,Summit_Asset_Management,DEFAULT,0.0,120,UNVERIFIED,2019-02-27 12:00:00,TAPE_EXTRACT_EAST
UPD_1000046,LC_1000123,Intain_Servicing_Alpha,CURRENT,3993.71,0,SOURCE_VERIFIED,2017-07-28 03:00:00,LEGACY_MAINFRAME_4
UPD_1000047,LC_1000127,Summit_Asset_Management,CURRENT,7239.6,0,VERIFIED,2019-12-27 14:00:00,SERVICER_CORE_B
UPD_1000048,LC_1000128,Intain_Servicing_Alpha,DEFAULT,0.0,120,VERIFIED,2016-08-28 03:00:00,TAPE_EXTRACT_EAST
UPD_1000049,LC_1000129,Apex_Loan_Servicing,PREPAID,0.0,0,SOURCE_VERIFIED,2018-03-28 08:00:00,LEGACY_MAINFRAME_4
UPD_1000050,LC_1000130,Apex_Loan_Servicing,DEFAULT,0.0,120,UNVERIFIED,2017-05-27 02:00:00,SUB_SERVICER_TITAN
UPD_1000051,LC_1000133,Intain_Servicing_Alpha,DEFAULT,0.0,120,UNVERIFIED,2017-11-27 06:00:00,SUB_SERVICER_TITAN
UPD_1000052,LC_1000134,Summit_Asset_Management,PREPAID,0.0,0,SOURCE_VERIFIED,2018-10-26 23:00:00,SERVICER_CORE_B
UPD_1000053,LC_1000135,Intain_Servicing_Alpha,DEFAULT,0.0,120,SOURCE_VERIFIED,2018-01-27 13:00:00,SERVICER_CORE_B
UPD_1000054,LC_1000137,Beacon_Credit_Ops,DEFAULT,0.0,120,SOURCE_VERIFIED,2019-06-27 03:00:00,SUB_SERVICER_TITAN
UPD_1000055,LC_1000139,Summit_Asset_Management,PREPAID,0.0,0,UNVERIFIED,2018-08-28 12:00:00,LEGACY_MAINFRAME_4
UPD_1000056,LC_1000140,Summit_Asset_Management,DEFAULT,0.0,120,VERIFIED,2018-12-27 01:00:00,TAPE_EXTRACT_EAST
UPD_1000057,LC_1000146,Apex_Loan_Servicing,CURRENT,4718.98,0,SOURCE_VERIFIED,2019-08-27 03:00:00,SUB_SERVICER_TITAN
UPD_1000058,LC_1000147,Apex_Loan_Servicing,DEFAULT,0.0,120,VERIFIED,2017-11-27 14:00:00,LEGACY_MAINFRAME_4
UPD_1000059,LC_1000149,Intain_Servicing_Alpha,CURRENT,18404.71,0,SOURCE_VERIFIED,2018-07-28 03:00:00,SERVICER_CORE_B
UPD_1000060,LC_1000150,Summit_Asset_Management,DEFAULT,0.0,120,UNVERIFIED,2020-01-27 18:00:00,LEGACY_MAINFRAME_4
UPD_1000061,LC_1000157,Beacon_Credit_Ops,CURRENT,2564.55,0,SOURCE_VERIFIED,2020-05-27 03:00:00,LEGACY_MAINFRAME_4
UPD_1000062,LC_1000160,Intain_Servicing_Alpha,DEFAULT,0.0,120,SOURCE_VERIFIED,2016-07-27 20:00:00,TAPE_EXTRACT_EAST
UPD_1000063,LC_1000164,Intain_Servicing_Alpha,CURRENT,3078.37,0,VERIFIED,2017-09-26 21:00:00,SUB_SERVICER_TITAN
UPD_1000064,LC_1000167,Intain_Servicing_Alpha,DEFAULT,0.0,120,SOURCE_VERIFIED,2016-07-27 17:00:00,LEGACY_MAINFRAME_4
UPD_1000065,LC_1000168,Intain_Servicing_Alpha,PREPAID,0.0,0,VERIFIED,2016-12-28 07:00:00,LEGACY_MAINFRAME_4
UPD_1000066,LC_1000169,Apex_Loan_Servicing,DEFAULT,0.0,120,SOURCE_VERIFIED,2018-06-28 02:00:00,LEGACY_MAINFRAME_4
UPD_1000067,LC_1000175,Intain_Servicing_Alpha,PREPAID,0.0,0,SOURCE_VERIFIED,2016-03-26 16:00:00,TAPE_EXTRACT_EAST
UPD_1000068,LC_1000176,Beacon_Credit_Ops,CURRENT,2005.08,0,VERIFIED,2019-06-28 06:00:00,TAPE_EXTRACT_EAST
UPD_1000069,LC_1000177,Intain_Servicing_Alpha,CURRENT,11972.69,0,SOURCE_VERIFIED,2018-07-27 05:00:00,TAPE_EXTRACT_EAST
UPD_1000070,LC_1000180,Intain_Servicing_Alpha,CURRENT,4855.38,0,UNVERIFIED,2018-04-27 19:00:00,LEGACY_MAINFRAME_4
UPD_1000071,LC_1000181,Intain_Servicing_Alpha,CURRENT,8462.41,0,VERIFIED,2017-08-27 21:00:00,LEGACY_MAINFRAME_4
UPD_1000072,LC_1000182,Summit_Asset_Management,DEFAULT,0.0,120,VERIFIED,2019-07-28 08:00:00,TAPE_EXTRACT_EAST
UPD_1000073,LC_1000183,Summit_Asset_Management,DEFAULT,0.0,120,VERIFIED,2019-10-27 09:00:00,SERVICER_CORE_B
UPD_1000074,LC_1000188,Apex_Loan_Servicing,PREPAID,0.0,0,SOURCE_VERIFIED,2017-08-27 05:00:00,SERVICER_CORE_B
UPD_1000075,LC_1000194,Intain_Servicing_Alpha,PREPAID,0.0,0,SOURCE_VERIFIED,2017-08-27 05:00:00,SERVICER_CORE_B
UPD_1000076,LC_1000196,Beacon_Credit_Ops,DEFAULT,0.0,120,VERIFIED,2018-08-26 20:00:00,LEGACY_MAINFRAME_4
UPD_1000077,LC_1000199,Beacon_Credit_Ops,CURRENT,3939.97,0,UNVERIFIED,2020-08-26 16:00:00,TAPE_EXTRACT_EAST
UPD_1000078,LC_1000200,Apex_Loan_Servicing,CURRENT,2910.1,0,SOURCE_VERIFIED,2019-01-27 15:00:00,LEGACY_MAINFRAME_4
UPD_1000079,LC_1000205,Intain_Servicing_Alpha,PREPAID,0.0,0,UNVERIFIED,2016-05-27 12:00:00,SUB_SERVICER_TITAN
UPD_1000080,LC_1000208,Intain_Servicing_Alpha,DEFAULT,0.0,120,UNVERIFIED,2017-01-26 23:00:00,SERVICER_CORE_B
UPD_1000081,LC_1000210,Apex_Loan_Servicing,DEFAULT,0.0,120,SOURCE_VERIFIED,2018-05-27 13:00:00,SUB_SERVICER_TITAN
UPD_1000082,LC_1000217,Beacon_Credit_Ops,DEFAULT,0.0,120,UNVERIFIED,2019-07-27 02:00:00,LEGACY_MAINFRAME_4
UPD_1000083,LC_1000218,Apex_Loan_Servicing,CURRENT,4830.75,0,SOURCE_VERIFIED,2019-07-26 16:00:00,SERVICER_CORE_B
UPD_1000084,LC_1000221,Apex_Loan_Servicing,CURRENT,4878.82,0,VERIFIED,2019-04-27 23:00:00,LEGACY_MAINFRAME_4
UPD_1000085,LC_1000222,Intain_Servicing_Alpha,DEFAULT,0.0,120,UNVERIFIED,2016-11-27 16:00:00,TAPE_EXTRACT_EAST
UPD_1000086,LC_1000224,Intain_Servicing_Alpha,DEFAULT,0.0,120,UNVERIFIED,2018-02-27 16:00:00,TAPE_EXTRACT_EAST
UPD_1000087,LC_1000225,Intain_Servicing_Alpha,PREPAID,0.0,0,VERIFIED,2018-01-26 20:00:00,TAPE_EXTRACT_EAST
UPD_1000088,LC_1000230,Beacon_Credit_Ops,DEFAULT,0.0,120,VERIFIED,2019-02-27 01:00:00,TAPE_EXTRACT_EAST
UPD_1000089,LC_1000231,Apex_Loan_Servicing,CURRENT,2353.24,0,UNVERIFIED,2019-08-26 18:00:00,SERVICER_CORE_B
UPD_1000090,LC_1000239,Intain_Servicing_Alpha,CURRENT,13746.69,0,VERIFIED,2017-08-27 06:00:00,LEGACY_MAINFRAME_4
UPD_1000091,LC_1000241,Summit_Asset_Management,DEFAULT,0.0,120,UNVERIFIED,2019-07-26 22:00:00,SUB_SERVICER_TITAN
UPD_1000092,LC_1000245,Summit_Asset_Management,DEFAULT,0.0,120,VERIFIED,2018-12-26 20:00:00,SERVICER_CORE_B
UPD_1000093,LC_1000247,Summit_Asset_Management,DEFAULT,0.0,120,SOURCE_VERIFIED,2019-01-27 19:00:00,SERVICER_CORE_B
UPD_1000094,LC_1000248,Summit_Asset_Management,DEFAULT,0.0,120,UNVERIFIED,2019-04-27 12:00:00,SUB_SERVICER_TITAN
UPD_1000095,LC_1000250,Intain_Servicing_Alpha,CURRENT,6095.91,0,SOURCE_VERIFIED,2018-04-28 02:00:00,SUB_SERVICER_TITAN
UPD_1000096,LC_1000251,Intain_Servicing_Alpha,CURRENT,18594.15,0,VERIFIED,2018-10-26 15:00:00,TAPE_EXTRACT_EAST
UPD_1000097,LC_1000252,Summit_Asset_Management,DELINQUENT_60,4798.44,60,SOURCE_VERIFIED,2020-08-27 13:00:00,TAPE_EXTRACT_EAST
UPD_1000098,LC_1000254,Intain_Servicing_Alpha,DEFAULT,0.0,120,VERIFIED,2017-10-26 23:00:00,SERVICER_CORE_B
UPD_1000099,LC_1000257,Beacon_Credit_Ops,CURRENT,10675.79,0,VERIFIED,2019-05-28 11:00:00,SERVICER_CORE_B
UPD_1000100,LC_1000259,Intain_Servicing_Alpha,DEFAULT,500.0,120,SOURCE_VERIFIED,2016-09-27 16:00:00,LEGACY_MAINFRAME_4
UPD_1000101,LC_1000261,Summit_Asset_Management,PREPAID,0.0,0,VERIFIED,2020-01-28 09:00:00,SERVICER_CORE_B
UPD_1000102,LC_1000263,Apex_Loan_Servicing,PREPAID,0.0,0,SOURCE_VERIFIED,2019-04-27 17:00:00,TAPE_EXTRACT_EAST
UPD_1000103,LC_1000265,Beacon_Credit_Ops,DEFAULT,0.0,120,SOURCE_VERIFIED,2020-05-27 01:00:00,SERVICER_CORE_B
UPD_1000104,LC_1000268,Intain_Servicing_Alpha,DEFAULT,0.0,120,UNVERIFIED,2017-04-27 02:00:00,TAPE_EXTRACT_EAST
UPD_1000105,LC_1000273,Summit_Asset_Management,DEFAULT,0.0,120,VERIFIED,2019-04-27 06:00:00,TAPE_EXTRACT_EAST
UPD_1000106,LC_1000274,Apex_Loan_Servicing,CURRENT,4961.59,0,VERIFIED,2019-11-27 22:00:00,SERVICER_CORE_B
UPD_1000107,LC_1000278,Beacon_Credit_Ops,CURRENT,5702.47,0,SOURCE_VERIFIED,2019-06-29 14:00:00,TAPE_EXTRACT_EAST
UPD_1000108,LC_1000280,Summit_Asset_Management,PREPAID,0.0,0,VERIFIED,2018-11-27 03:00:00,LEGACY_MAINFRAME_4
UPD_1000109,LC_1000283,Intain_Servicing_Alpha,DEFAULT,0.0,120,VERIFIED,2017-03-26 19:00:00,SERVICER_CORE_B
UPD_1000110,LC_1000284,Apex_Loan_Servicing,DEFAULT,0.0,120,SOURCE_VERIFIED,2019-05-26 22:00:00,SUB_SERVICER_TITAN
UPD_1000111,LC_1000285,Intain_Servicing_Alpha,DEFAULT,0.0,120,VERIFIED,2016-02-28 02:00:00,LEGACY_MAINFRAME_4
UPD_1000112,LC_1000286,Apex_Loan_Servicing,DEFAULT,0.0,120,SOURCE_VERIFIED,2018-07-27 14:00:00,TAPE_EXTRACT_EAST
UPD_1000113,LC_1000289,Apex_Loan_Servicing,DEFAULT,0.0,120,SOURCE_VERIFIED,2018-02-27 12:00:00,TAPE_EXTRACT_EAST
UPD_1000114,LC_1000290,Intain_Servicing_Alpha,CURRENT,6121.28,0,VERIFIED,2017-09-26 21:00:00,TAPE_EXTRACT_EAST
UPD_1000115,LC_1000291,Intain_Servicing_Alpha,CURRENT,2510.9,0,VERIFIED,2017-03-26 17:00:00,TAPE_EXTRACT_EAST
UPD_1000116,LC_1000293,Intain_Servicing_Alpha,DEFAULT,0.0,120,VERIFIED,2018-04-27 17:00:00,LEGACY_MAINFRAME_4
UPD_1000117,LC_1000300,Intain_Servicing_Alpha,DEFAULT,0.0,120,VERIFIED,2015-08-28 05:00:00,LEGACY_MAINFRAME_4
UPD_1000118,LC_1000304,Beacon_Credit_Ops,PREPAID,0.0,0,SOURCE_VERIFIED,2018-09-27 02:00:00,SUB_SERVICER_TITAN
UPD_1000119,LC_1000308,Beacon_Credit_Ops,DEFAULT,0.0,120,VERIFIED,2018-11-27 15:00:00,SUB_SERVICER_TITAN
UPD_1000120,LC_1000311,Intain_Servicing_Alpha,PREPAID,0.0,0,UNVERIFIED,2015-06-28 01:00:00,SERVICER_CORE_B
UPD_1000121,LC_1000312,Intain_Servicing_Alpha,DEFAULT,0.0,120,SOURCE_VERIFIED,2016-08-27 21:00:00,SUB_SERVICER_TITAN
UPD_1000122,LC_1000313,Summit_Asset_Management,PREPAID,0.0,0,VERIFIED,2019-01-27 16:00:00,LEGACY_MAINFRAME_4
UPD_1000123,LC_1000315,Beacon_Credit_Ops,PREPAID,0.0,0,SOURCE_VERIFIED,2018-03-28 02:00:00,SUB_SERVICER_TITAN
UPD_1000124,LC_1000316,Apex_Loan_Servicing,CURRENT,6937.13,0,SOURCE_VERIFIED,2018-09-28 07:00:00,SUB_SERVICER_TITAN
UPD_1000125,LC_1000322,Beacon_Credit_Ops,DEFAULT,0.0,120,UNVERIFIED,2017-11-27 19:00:00,SUB_SERVICER_TITAN
UPD_1000126,LC_1000323,Intain_Servicing_Alpha,DEFAULT,0.0,120,UNVERIFIED,2017-07-27 03:00:00,LEGACY_MAINFRAME_4
UPD_1000127,LC_1000326,Apex_Loan_Servicing,CURRENT,3786.61,0,SOURCE_VERIFIED,2019-01-27 02:00:00,LEGACY_MAINFRAME_4
UPD_1000128,LC_1000327,Apex_Loan_Servicing,DELINQUENT_60,8137.75,60,VERIFIED,2019-09-26 17:00:00,LEGACY_MAINFRAME_4
UPD_1000129,LC_1000332,Intain_Servicing_Alpha,CURRENT,19058.32,0,VERIFIED,2017-08-27 07:00:00,TAPE_EXTRACT_EAST
UPD_1000130,LC_1000334,Intain_Servicing_Alpha,CURRENT,11052.19,0,VERIFIED,2017-07-28 03:00:00,SUB_SERVICER_TITAN
UPD_1000131,LC_1000335,Intain_Servicing_Alpha,CURRENT,2579.79,0,VERIFIED,2017-09-26 18:00:00,LEGACY_MAINFRAME_4
UPD_1000132,LC_1000339,Intain_Servicing_Alpha,DEFAULT,0.0,120,UNVERIFIED,2016-01-28 01:00:00,TAPE_EXTRACT_EAST
UPD_1000133,LC_1000341,Apex_Loan_Servicing,PREPAID,0.0,0,VERIFIED,2018-01-28 12:00:00,SERVICER_CORE_B
UPD_1000134,LC_1000343,Apex_Loan_Servicing,PREPAID,0.0,0,SOURCE_VERIFIED,2017-01-28 06:00:00,SERVICER_CORE_B
UPD_1000135,LC_1000344,Intain_Servicing_Alpha,PREPAID,0.0,0,SOURCE_VERIFIED,2018-03-27 21:00:00,SERVICER_CORE_B
UPD_1000136,LC_1000345,Apex_Loan_Servicing,PREPAID,0.0,0,UNVERIFIED,2018-06-27 02:00:00,SERVICER_CORE_B
UPD_1000137,LC_1000346,Apex_Loan_Servicing,CURRENT,2010.41,0,VERIFIED,2019-10-26 18:00:00,SUB_SERVICER_TITAN
UPD_1000138,LC_1000349,Apex_Loan_Servicing,PREPAID,0.0,0,UNVERIFIED,2018-04-27 19:00:00,SUB_SERVICER_TITAN
UPD_1000139,LC_1000351,Summit_Asset_Management,CURRENT,7907.24,0,UNVERIFIED,2020-01-27 10:00:00,SUB_SERVICER_TITAN
UPD_1000140,LC_1000353,Intain_Servicing_Alpha,CURRENT,6828.91,0,VERIFIED,2017-06-26 21:00:00,LEGACY_MAINFRAME_4
UPD_1000141,LC_1000357,Apex_Loan_Servicing,DEFAULT,0.0,120,SOURCE_VERIFIED,2019-03-27 13:00:00,SUB_SERVICER_TITAN
UPD_1000142,LC_1000359,Apex_Loan_Servicing,DEFAULT,0.0,120,UNVERIFIED,2018-12-26 18:00:00,TAPE_EXTRACT_EAST
UPD_1000143,LC_1000360,Intain_Servicing_Alpha,PREPAID,0.0,0,SOURCE_VERIFIED,2017-02-07 14:00:00,SERVICER_CORE_B
UPD_1000144,LC_1000361,Apex_Loan_Servicing,PREPAID,0.0,0,SOURCE_VERIFIED,2019-08-27 02:00:00,SUB_SERVICER_TITAN
UPD_1000145,LC_1000366,Summit_Asset_Management,PREPAID,0.0,0,UNVERIFIED,2018-03-26 15:00:00,LEGACY_MAINFRAME_4
UPD_1000146,LC_1000367,Summit_Asset_Management,CURRENT,3867.81,0,VERIFIED,2020-01-28 13:00:00,TAPE_EXTRACT_EAST
UPD_1000147,LC_1000369,Intain_Servicing_Alpha,PREPAID,500.0,0,SOURCE_VERIFIED,2017-03-27 15:00:00,TAPE_EXTRACT_EAST
UPD_1000148,LC_1000373,Beacon_Credit_Ops,CURRENT,10579.2,0,UNVERIFIED,2019-01-27 10:00:00,TAPE_EXTRACT_EAST
UPD_1000149,LC_1000377,Intain_Servicing_Alpha,DEFAULT,0.0,120,SOURCE_VERIFIED,2016-11-27 12:00:00,TAPE_EXTRACT_EAST
UPD_1000150,LC_1000379,Intain_Servicing_Alpha,DEFAULT,0.0,120,SOURCE_VERIFIED,2017-10-27 10:00:00,LEGACY_MAINFRAME_4
UPD_1000151,LC_1000380,Intain_Servicing_Alpha,DEFAULT,0.0,120,UNVERIFIED,2017-03-27 21:00:00,LEGACY_MAINFRAME_4
UPD_1000152,LC_1000381,Beacon_Credit_Ops,CURRENT,4806.05,0,UNVERIFIED,2019-02-27 10:00:00,SERVICER_CORE_B
UPD_1000153,LC_1000383,Summit_Asset_Management,DEFAULT,0.0,120,UNVERIFIED,2018-10-28 08:00:00,SERVICER_CORE_B
UPD_1000154,LC_1000385,Beacon_Credit_Ops,CURRENT,7531.67,0,UNVERIFIED,2020-07-27 13:00:00,LEGACY_MAINFRAME_4
UPD_1000155,LC_1000387,Intain_Servicing_Alpha,CURRENT,4537.56,0,VERIFIED,2017-06-26 17:00:00,LEGACY_MAINFRAME_4
UPD_1000156,LC_1000396,Summit_Asset_Management,PREPAID,0.0,0,VERIFIED,2020-04-28 13:00:00,LEGACY_MAINFRAME_4
UPD_1000157,LC_1000397,Apex_Loan_Servicing,CURRENT,4049.3,0,SOURCE_VERIFIED,2018-10-27 17:00:00,SUB_SERVICER_TITAN
UPD_1000158,LC_1000398,Beacon_Credit_Ops,CURRENT,14775.44,0,VERIFIED,2019-12-27 11:00:00,SERVICER_CORE_B
UPD_1000159,LC_1000399,Beacon_Credit_Ops,CURRENT,3433.11,0,VERIFIED,2019-12-27 03:00:00,SERVICER_CORE_B
UPD_1000160,LC_1000401,Summit_Asset_Management,PREPAID,0.0,0,UNVERIFIED,2018-09-28 08:00:00,SERVICER_CORE_B
UPD_1000161,LC_1000407,Intain_Servicing_Alpha,PREPAID,0.0,0,UNVERIFIED,2015-06-27 00:00:00,SERVICER_CORE_B
UPD_1000162,LC_1000408,Summit_Asset_Management,PREPAID,0.0,0,UNVERIFIED,2018-06-27 01:00:00,SUB_SERVICER_TITAN
UPD_1000163,LC_1000409,Intain_Servicing_Alpha,PREPAID,0.0,0,UNVERIFIED,2015-09-28 00:00:00,SUB_SERVICER_TITAN
UPD_1000164,LC_1000410,Intain_Servicing_Alpha,CURRENT,21496.49,0,UNVERIFIED,2018-05-28 01:00:00,SERVICER_CORE_B
UPD_1000165,LC_1000411,Summit_Asset_Management,CURRENT,3987.46,0,VERIFIED,2020-05-27 06:00:00,SERVICER_CORE_B
UPD_1000166,LC_1000413,Apex_Loan_Servicing,PREPAID,0.0,0,UNVERIFIED,2017-07-28 14:00:00,LEGACY_MAINFRAME_4
UPD_1000167,LC_1000418,Beacon_Credit_Ops,DELINQUENT_30,5386.86,30,VERIFIED,2019-05-28 02:00:00,SUB_SERVICER_TITAN
UPD_1000168,LC_1000420,Beacon_Credit_Ops,CURRENT,17709.03,0,VERIFIED,2020-05-27 08:00:00,LEGACY_MAINFRAME_4
UPD_1000169,LC_1000422,Intain_Servicing_Alpha,CURRENT,9428.69,0,SOURCE_VERIFIED,2017-05-26 15:00:00,SERVICER_CORE_B
UPD_1000170,LC_1000423,Apex_Loan_Servicing,DEFAULT,0.0,120,VERIFIED,2017-10-28 12:00:00,SERVICER_CORE_B
UPD_1000171,LC_1000424,Intain_Servicing_Alpha,DEFAULT,0.0,120,UNVERIFIED,2016-11-27 04:00:00,SUB_SERVICER_TITAN
UPD_1000172,LC_1000425,Apex_Loan_Servicing,DEFAULT,0.0,120,SOURCE_VERIFIED,2018-12-27 23:00:00,TAPE_EXTRACT_EAST
UPD_1000173,LC_1000426,Apex_Loan_Servicing,CURRENT,6996.51,0,SOURCE_VERIFIED,2018-05-27 00:00:00,SUB_SERVICER_TITAN
UPD_1000174,LC_1000428,Intain_Servicing_Alpha,DEFAULT,0.0,120,UNVERIFIED,2017-11-26 20:00:00,SUB_SERVICER_TITAN
UPD_1000175,LC_1000429,Intain_Servicing_Alpha,DEFAULT,0.0,120,UNVERIFIED,2016-11-28 04:00:00,SERVICER_CORE_B
UPD_1000176,LC_1000431,Beacon_Credit_Ops,PREPAID,0.0,0,VERIFIED,2018-12-27 18:00:00,TAPE_EXTRACT_EAST
